stop_id;stop_name;stop_desc;code_insee;lon;lat
2266;Jourdain;7 rue du Jourdain;75120;2.38932943415;48.8752482946
2153;Château d'Eau;Boulevard de Strasbourg;75110;2.35605616813;48.8724541509
2174;Convention;337 rue de Vaugirard;75115;2.29639609016;48.8371369496
4036632;FOLIE REGNAULT - CHEMIN VERT;69 RUE DE LA FOLIE REGNAULT;75111;2.38540648053;48.8617060114
4036637;CHARONNE - KELLER;111 AVENUE LEDRU ROLLIN;75111;2.37707718964;48.8531260932
3442596;CIMETIERE DE MONTROUGE;FACE 18 AV DE LA PORTE DE MONTROUGE;75114;2.32133011475;48.8209292046
4036649;RIVOLI - PONT NEUF;128 RUE DE RIVOLI;75101;2.34428309814;48.8598821062
4036733;BOULAY;190 AVENUE DE CLICHY;75117;2.31535161136;48.8934657887
4036758;BOURSE;11 PLACE DE LA BOURSE;75102;2.34063325424;48.868689895
4036990;PONT DES ARTS - QUAI DE CONTI;FACE 23 QUAI DE CONTI;75106;2.33744536683;48.8576893838
4037012;ABBE GROULT;188 RUE LECOURBE;75115;2.29610736008;48.8406869374
4037045;REAUMUR - SEBASTOPOL;84 BOULEVARD DE SEBASTOPOL;75103;2.35245743033;48.8658669433
4037160;CHATEAU DE VINCENNES;PISTE GARE ROUTIERE;75112;2.44025256102;48.8442175537
4037184;GARE DE LYON - DIDEROT;FACE 21 BOULEVARD DIDEROT;75112;2.37336759561;48.8456946246
4037201;PALAIS ROYAL - MUSEE DU LOUVRE;172 RUE DE RIVOLI;75101;2.3360287312;48.8625785271
4037216;CHARLES DE GAULLE - ETOILE - CHAMPS-ELYSEES;135 AVENUE DES CHAMPS-ELYSEES;75108;2.29665383194;48.8731407409
4037238;PONT ROYAL;QUAI FRANCOIS MITTERRAND;75101;2.33077101908;48.8605561928
4843805;PATAY - TOLBIAC;103-105 RUE DE PATAY;75113;2.37153083044;48.8274503814
4037262;GARE DE LYON - DIDEROT;FACE 23BIS BOULEVARD DIDEROT;75112;2.37370805809;48.8457394584
4045000;SAINT-MARCEL - JEANNE D'ARC;FACE 47 BOULEVARD SAINT- MARCEL;75105;2.35616631537;48.8382659036
4890600;PORTE D'ORLEANS-METRO;5 PL DU 25 AOUT 1944;75114;2.32548104372;48.8224575942
4843412;REGNAULT;6 RUE DE PATAY;75113;2.37623861068;48.8246178211
5018150;MARCADET - POISSONNIERS;96 BOULEVARD BARBES;75118;2.34976632771;48.8913911078
5018151;MARCADET - POISSONNIERS;73 BOULEVARD BARBES;75118;2.34943917728;48.8911844366
5018171;JOUFFROY D'ABBANS - MALESHERBES;56 RUE JOUFFROY D'ABBANS;75117;2.30671531436;48.8849979522
3672238;PYRENEES - DOCTEUR NETTER;82-84 COURS DE VINCENNES;75112;2.40662305258;48.8473066353
5018190;ROME - HAUSSMANN;74-76 BOULEVARD HAUSSMANN;75108;2.32657294845;48.8739560369
5018366;PORTE D'ITALIE - HELENE BOUCHER;AVENUE DE LA PORTE D'ITALIE;75113;2.35949356165;48.8184385986
3666771;LA FAYETTE - DUNKERQUE;33-35 RUE DE SAINT-QUENTIN;75110;2.35571806124;48.8794732784
3666727;GARE DU NORD;184 RUE DU FAUBOURG SAINT-DENIS;75110;2.35799416449;48.8808299804
4996974;GARE DE LYON;FACE 193 RUE DE BERCY;75112;2.37297160044;48.8441039531
4996977;GARE DE LYON - DIDEROT;3 RUE DE LYON;75112;2.37204701307;48.8461264183
4996978;LYON - LEDRU ROLLIN;9-11 AVENUE DAUMESNIL;75112;2.37226674692;48.8488765289
4996988;REPUBLIQUE;12 PLACE DE LA REPUBLIQUE;75110;2.3639559689;48.8680398615
4997015;JEAN-PIERRE TIMBAUD;23 BOULEVARD DU TEMPLE;75103;2.36549363227;48.8648310189
5018181;CHARLES DE GAULLE - ETOILE;54 AV HOCHE;75108;2.29770144693;48.8750643767
5018188;GLUCK - HAUSSMANN;8 RUE GLUCK;75109;2.33192755797;48.8728060208
5018189;HAVRE - CAUMARTIN;64-66 BOULEVARD HAUSSMANN;75109;2.32798995162;48.8737404601
5018193;EUROPE;24 RUE DE VIENNE;75108;2.32297484281;48.8782965212
5018199;MAIRIE DU 17E;13 RUE DES BATIGNOLLES;75117;2.32257812743;48.8838326213
5018219;FLOREAL;RUE FLOREAL;75117;2.31890670181;48.8999191543
5018334;PORTE SAINT-MARTIN;FACE 326 RUE SAINT-MARTIN;75110;2.35521010659;48.8685358049
5018352;LES GOBELINS;26 AVENUE DES GOBELINS;75113;2.35191781479;48.8363880998
5018354;BANQUIER;57-63 AVENUE DES GOBELINS;75113;2.35378236018;48.8342488097
5018363;MAISON BLANCHE;109 AVENUE D'ITALIE;75113;2.35858334433;48.8224742403
5121348;PORTE DE SAINT-CLOUD - MURAT;232 AVENUE DE VERSAILLES;75116;2.25812259956;48.8382770619
5121369;PASTEUR - FALGUIERE;52 BOULEVARD PASTEUR;75115;2.31387603348;48.8409254278
5018405;MONGE;68 RUE MONGE;75105;2.35208323461;48.8435331849
6682573;PORTE DES LILAS;RUE DES GLAIEULS;75120;2.40839367442;48.8773324769
5121347;PORTE DE SAINT-CLOUD - MURAT;124 BOULEVARD MURAT;75116;2.25898201657;48.8371811459
5121360;RADIO FRANCE - PONT DE GRENELLE;7 AVENUE DE VERSAILLES;75116;2.27813624705;48.8509610874
3813537;AVENUE DE FRANCE;BD DU GENERAL JEAN SIMON;75113;2.38093545833;48.8255778701
3813542;PORTE DOREE;2 BD SOULT;75112;2.4074521198;48.836053743
3887759;BUFFON - LA MOSQUEE;36 BIS RUE GEOFFROY SAINT-HILAIRE;75105;2.35582715908;48.8416902151
3687253;BASTILLE - FAUBOURG SAINT-ANTOINE;4 RUE DU FAUBOURG SAINT-ANTOINE;75112;2.37077132596;48.8528494234
3887765;LYCEE HENRI IV;13 RUE CLOVIS;75105;2.34889751689;48.8461309319
5138080;CUVIER - JARDIN DES PLANTES;1-3 RUE LINNE;75105;2.35480669321;48.8439013031
3687266;LA REUNION;56 RUE DE BAGNOLET;75120;2.39919986504;48.8574036531
3887789;ALLERAY;43 RUE PAUL BARRUEL;75115;2.30626706541;48.836960176
5138170;PYRAMIDES;29 AVENUE DE L'OPERA;75101;2.33375362471;48.8668384972
3887810;PASTEUR - LYCEE BUFFON;181 RUE DE VAUGIRARD;75115;2.31305811456;48.842983411
5138222;PETITS CHAMPS - DANIELLE CASANOVA;30-32 AVENUE DE L'OPERA;75102;2.33352194092;48.8681776058
3893338;HAVRE - HAUSSMANN;16-18 RUE AUBER;75109;2.32767662724;48.8735157526
3893351;PONT NEUF - QUAI DU LOUVRE;FACE 14 QUAI DU LOUVRE;75101;2.34157241583;48.8585520981
3893371;PLACE D'ITALIE;FACE 209 BOULEVARD VINCENT AURIOL;75113;2.35687158811;48.8310667278
3893382;OUDINE;67 RUE DE PATAY;75113;2.37353091792;48.8261016411
3687088;CHATELET;FACE 14 QUAI DE GESVRES;75104;2.34825976109;48.8567811451
3893398;PONT DU CARROUSEL - QUAI VOLTAIRE;FACE 21 QUAI MALAQUAIS;75106;2.33371334164;48.8582645264
3893409;GRAND PALAIS;AVENUE WINSTON CHURCHILL;75108;2.31353811235;48.8652903616
3893421;VARENNE - RASPAIL;19 BOULEVARD RASPAIL;75107;2.32637284104;48.8536445391
